Year,Age_Group,Gender,Smoking_Prevalence,Drug_Experimentation,Socioeconomic_Status,Peer_Influence,School_Programs,Family_Background,Mental_Health,Access_to_Counseling,Parental_Supervision,Substance_Education,Community_Support,Media_Influence
2024,15-19,Male,23.48,14.64,High,4,No,8,7,No,7,No,10,6
2021,30-39,Both,19.63,40.6,Low,9,Yes,1,2,Yes,9,No,10,1
2023,70-79,Male,32.69,34.13,Low,1,Yes,9,6,No,3,Yes,8,3
2022,30-39,Female,19.98,64.02,Low,4,No,2,4,No,10,Yes,10,9
2021,20-24,Both,28.62,49.4,High,7,Yes,3,5,No,1,Yes,6,10
2022,25-29,Both,12.59,21.48,High,6,Yes,5,8,No,3,Yes,1,7
2023,10-14,Male,49.06,27.11,High,3,No,8,7,No,8,No,4,8
2021,25-29,Both,30.24,69.46,Middle,7,No,4,5,No,9,Yes,7,7
2022,15-19,Male,42.34,36.16,High,3,Yes,2,3,Yes,8,No,6,6
2020,70-79,Female,45.45,32.24,Low,5,No,6,1,No,1,Yes,3,7
2021,15-19,Both,14.34,55.72,High,5,No,5,1,No,7,Yes,10,6
2024,25-29,Male,13.18,57.87,Low,4,No,8,5,Yes,7,No,9,8
2024,40-49,Both,13.56,68.38,Middle,8,No,5,6,No,7,Yes,7,5
2022,10-14,Both,41.09,52.92,Middle,10,Yes,3,5,No,2,Yes,3,9
2020,20-24,Male,10.23,12.21,Low,3,No,10,1,Yes,10,No,3,2
2020,15-19,Female,29.44,35.0,High,1,Yes,9,3,No,8,Yes,8,9
2022,20-24,Male,20.76,22.0,High,2,Yes,8,5,Yes,4,Yes,1,4
2020,15-19,Both,49.39,53.63,Low,9,No,6,4,Yes,1,Yes,5,5
2020,15-19,Both,22.96,53.23,Low,2,Yes,8,10,Yes,7,Yes,2,10
2022,40-49,Female,46.03,51.87,Low,5,Yes,4,1,Yes,10,Yes,3,7
2022,70-79,Both,19.61,20.16,Middle,3,Yes,5,10,No,1,No,5,6
2021,10-14,Both,44.61,23.26,Middle,7,No,7,4,Yes,7,Yes,5,8
2022,20-24,Both,45.24,69.49,High,7,No,3,10,Yes,8,No,7,3
2024,20-24,Both,36.74,27.1,Middle,7,No,6,8,Yes,6,No,3,6
2022,80+,Both,36.53,10.73,Middle,7,Yes,3,8,Yes,7,Yes,4,7
2024,25-29,Both,33.64,45.81,Middle,6,Yes,8,7,Yes,5,No,5,7
2023,10-14,Both,10.44,44.4,High,7,No,9,2,No,4,Yes,10,10
2022,20-24,Male,38.66,52.73,Middle,7,No,7,1,Yes,5,No,3,5
2023,20-24,Both,47.66,29.95,Middle,8,No,1,2,No,8,No,3,10
2022,80+,Female,45.5,47.2,High,8,No,4,2,No,6,No,4,4
2021,20-24,Male,29.93,29.7,Low,9,No,7,6,Yes,10,No,2,6
2023,20-24,Female,33.99,21.16,Middle,1,Yes,9,5,Yes,7,No,9,6
2024,20-24,Female,9.9,36.15,Low,7,No,9,4,Yes,7,No,6,5
2023,80+,Both,39.26,14.22,Low,3,Yes,1,3,No,7,No,8,2
2023,80+,Male,16.2,64.36,Low,5,No,9,7,Yes,1,No,3,1
2021,20-24,Both,40.56,60.99,Middle,3,No,10,10,No,1,Yes,1,7
2020,30-39,Male,11.2,13.05,Middle,5,Yes,8,5,No,9,No,9,6
2020,30-39,Male,13.57,15.52,High,7,Yes,1,10,No,4,No,4,2
2022,30-39,Both,43.02,15.03,Low,8,No,2,7,No,3,No,9,4
2022,10-14,Female,25.47,37.21,Low,8,Yes,8,2,Yes,2,Yes,1,10
2023,30-39,Both,12.92,42.08,High,5,No,2,1,Yes,6,Yes,2,5
2023,50-59,Both,49.32,36.85,Low,3,Yes,9,6,No,2,Yes,1,10
2023,10-14,Both,11.44,56.27,High,3,No,6,8,Yes,2,Yes,9,4
2024,15-19,Both,25.48,61.84,Low,3,No,5,6,Yes,6,Yes,5,10
2024,80+,Female,26.73,46.22,Middle,7,Yes,3,4,No,1,No,9,10
2021,50-59,Female,44.6,66.09,Middle,2,Yes,4,5,No,1,Yes,3,8
2023,70-79,Male,27.02,22.51,Middle,4,No,8,2,No,5,Yes,8,9
2023,25-29,Female,20.07,59.24,High,8,No,1,6,No,4,No,6,5
2024,80+,Both,37.48,29.11,Middle,9,Yes,10,1,Yes,9,Yes,3,8
2024,10-14,Female,41.33,48.97,Low,2,No,3,5,Yes,8,No,4,8
2022,15-19,Both,41.98,57.91,High,8,No,4,9,No,5,Yes,2,8
2024,15-19,Female,42.8,57.43,Middle,3,No,7,10,No,3,No,4,1
2022,70-79,Female,15.64,67.26,Low,4,No,2,9,Yes,10,No,1,5
2020,25-29,Male,32.02,55.15,Low,4,No,7,1,No,1,Yes,2,6
2022,70-79,Both,45.38,47.37,Middle,10,No,5,6,Yes,1,No,3,10
2023,80+,Male,25.5,11.54,Middle,5,Yes,4,3,Yes,4,Yes,9,5
2020,20-24,Male,48.52,47.08,Low,9,No,7,5,No,1,Yes,8,7
2022,20-24,Female,26.72,14.3,Middle,1,Yes,5,6,No,3,Yes,4,10
2020,40-49,Both,16.94,41.65,High,10,No,9,9,Yes,6,Yes,9,2
2024,40-49,Female,48.24,43.35,Low,8,No,3,3,No,7,Yes,5,7
2021,80+,Female,20.69,23.96,Low,4,Yes,2,5,No,5,Yes,7,6
2020,80+,Female,17.03,56.71,High,4,Yes,3,9,No,8,No,9,7
2024,30-39,Female,48.34,42.78,Middle,3,Yes,8,4,No,3,No,2,2
2020,15-19,Both,27.63,60.13,Low,4,Yes,1,6,No,1,Yes,5,7
2024,10-14,Male,41.87,24.1,Low,10,Yes,9,10,No,3,Yes,6,10
2023,25-29,Both,5.31,27.39,Middle,4,No,8,8,Yes,7,Yes,5,4
2024,80+,Male,21.0,37.8,High,10,Yes,3,4,No,9,Yes,10,1
2024,50-59,Female,25.86,54.63,Low,4,Yes,6,9,Yes,2,Yes,1,10
2022,15-19,Both,16.07,57.35,High,4,Yes,5,3,No,9,Yes,3,4
2024,80+,Female,28.49,43.79,Middle,4,No,6,8,No,2,No,8,2
2022,30-39,Male,17.47,67.11,High,9,No,3,4,Yes,4,Yes,9,5
2020,20-24,Male,22.52,46.23,High,9,Yes,8,5,No,8,No,5,3
2021,80+,Both,7.52,10.17,High,4,No,3,1,No,6,No,1,5
2022,50-59,Both,6.76,12.58,Middle,8,No,2,6,Yes,5,No,4,7
2022,10-14,Female,15.35,10.64,Middle,8,No,4,1,Yes,1,Yes,10,6
2022,80+,Male,37.26,59.65,Low,3,No,10,9,No,2,Yes,8,9
2021,30-39,Both,49.0,17.6,Middle,3,No,4,10,No,6,Yes,4,4
2024,70-79,Female,14.5,61.15,Middle,8,No,1,10,No,1,Yes,1,5
2022,60-69,Both,20.97,32.33,Low,5,No,1,1,Yes,9,Yes,2,4
2022,30-39,Male,29.93,24.98,Middle,10,No,8,2,No,5,No,6,2
2024,40-49,Female,37.8,52.35,High,3,No,7,3,Yes,4,Yes,9,6
2023,60-69,Both,31.37,21.72,High,7,No,8,7,Yes,5,Yes,1,1
2020,30-39,Both,40.35,29.18,Middle,1,No,8,1,Yes,6,Yes,4,2
2022,10-14,Male,17.77,50.74,Low,1,No,10,4,No,3,No,9,8
2020,30-39,Female,9.58,38.24,High,9,Yes,2,6,No,9,Yes,6,3
2020,40-49,Both,25.51,54.27,High,8,No,5,6,Yes,1,Yes,9,1
2023,80+,Both,32.98,57.26,High,7,Yes,9,5,No,4,No,9,10
2022,20-24,Both,40.39,51.15,High,3,No,8,10,No,9,Yes,3,5
2021,40-49,Female,29.62,23.46,Middle,2,No,4,2,Yes,10,No,6,9
2021,25-29,Female,21.5,65.62,Low,4,Yes,6,10,Yes,1,No,9,6
2023,10-14,Female,33.59,37.23,High,6,Yes,9,6,Yes,4,No,1,5
2023,10-14,Female,39.14,48.76,Low,8,Yes,8,2,No,5,Yes,7,9
2024,20-24,Female,23.72,36.35,High,5,Yes,5,5,Yes,9,No,3,10
2024,40-49,Both,41.47,39.44,Low,6,No,1,4,Yes,10,No,1,8
2021,80+,Female,28.03,64.72,Middle,2,Yes,3,9,No,6,Yes,10,6
2022,30-39,Male,39.13,52.4,Low,8,Yes,9,5,No,7,Yes,2,7
2021,20-24,Female,39.97,13.47,Low,8,No,6,8,Yes,3,Yes,10,9
2024,25-29,Female,7.36,38.41,Middle,6,No,10,6,Yes,2,Yes,9,10
2023,10-14,Female,28.51,23.83,High,3,No,7,6,No,7,Yes,7,8
2022,50-59,Female,24.18,22.55,Middle,10,Yes,6,5,Yes,3,No,3,5
2024,80+,Both,38.18,36.07,Low,1,Yes,1,7,Yes,10,No,1,9
2021,30-39,Both,12.01,61.07,Low,5,Yes,9,5,Yes,2,No,4,6
2020,40-49,Female,39.96,30.21,Low,5,No,9,2,No,7,No,5,5
2024,80+,Male,32.31,16.0,Middle,6,Yes,10,1,No,3,Yes,1,3
2022,40-49,Both,16.21,52.04,Middle,9,Yes,2,7,No,2,No,5,2
2024,10-14,Female,47.57,17.08,Middle,9,Yes,3,4,Yes,8,Yes,6,3
2020,80+,Female,49.81,30.72,Low,5,No,3,3,Yes,6,No,4,6
2024,25-29,Female,31.42,41.87,Middle,10,Yes,2,4,No,7,Yes,8,10
2020,40-49,Female,26.66,44.07,High,8,Yes,7,10,No,10,Yes,9,9
2021,50-59,Male,45.98,51.15,High,1,No,1,7,Yes,3,No,2,3
2023,15-19,Female,42.07,52.59,High,4,Yes,10,4,No,9,No,4,5
2023,70-79,Male,9.62,40.36,Middle,4,Yes,9,1,No,7,Yes,1,10
2021,15-19,Male,7.34,65.95,Low,4,No,5,9,No,6,Yes,8,3
2021,60-69,Both,27.32,69.74,Low,7,No,5,8,Yes,10,No,10,9
2020,30-39,Female,34.66,61.67,Middle,2,No,6,9,No,10,No,9,7
2020,40-49,Female,48.79,49.34,High,3,No,3,10,No,1,Yes,7,1
2023,30-39,Female,33.31,45.78,Middle,2,No,2,8,No,1,Yes,2,1
2020,40-49,Male,7.53,59.55,Middle,6,Yes,8,3,No,5,Yes,7,4
2020,20-24,Female,8.42,34.61,Middle,3,Yes,8,3,No,6,No,6,6
2024,10-14,Both,21.07,11.21,Low,8,No,10,5,No,5,Yes,2,9
2023,25-29,Male,41.2,52.8,High,2,No,6,4,Yes,8,No,6,10
2022,30-39,Female,31.57,25.71,High,1,No,1,6,No,3,No,6,1
2022,20-24,Male,37.73,67.56,Middle,4,Yes,5,7,Yes,8,No,7,9
2021,15-19,Male,43.73,47.87,High,10,Yes,3,8,Yes,2,Yes,10,4
2022,70-79,Both,17.46,57.63,Middle,7,Yes,4,1,No,4,Yes,6,7
2022,20-24,Female,33.24,28.94,Middle,5,Yes,2,4,No,7,Yes,8,2
2021,15-19,Female,27.55,54.18,Low,8,No,4,2,Yes,4,Yes,8,3
2024,50-59,Both,5.71,50.53,Low,6,Yes,9,8,Yes,9,No,5,9
2021,40-49,Both,48.11,67.52,Low,3,Yes,9,10,No,2,Yes,6,3
2020,50-59,Female,14.93,43.88,Low,1,No,3,7,Yes,1,Yes,7,8
2024,50-59,Male,25.8,15.52,High,10,No,1,1,Yes,2,Yes,3,10
2023,10-14,Both,46.06,21.23,Middle,8,No,8,3,Yes,9,Yes,2,8
2022,20-24,Both,49.3,66.32,High,10,No,10,9,No,3,Yes,4,6
2024,15-19,Both,18.17,63.27,High,4,Yes,6,6,Yes,6,Yes,1,9
2024,15-19,Female,45.39,19.03,High,3,Yes,8,9,Yes,6,No,5,3
2021,10-14,Female,28.68,57.21,Low,6,Yes,5,5,No,5,No,9,2
2021,20-24,Both,26.86,11.38,High,9,Yes,7,6,Yes,2,No,8,8
2021,50-59,Male,42.04,51.25,Low,3,No,10,9,Yes,4,Yes,6,9
2023,70-79,Male,31.0,23.56,Low,7,No,9,5,Yes,2,Yes,7,4
2023,25-29,Female,26.33,38.64,Middle,6,Yes,3,4,No,10,Yes,10,10
2020,70-79,Both,19.32,15.79,Low,5,Yes,1,2,No,5,No,6,8
2023,50-59,Male,33.46,33.42,Middle,1,No,9,5,Yes,10,Yes,4,8
2022,20-24,Both,32.34,24.06,High,7,Yes,7,2,Yes,2,Yes,9,3
2020,20-24,Female,13.33,18.84,High,4,No,1,3,Yes,3,Yes,6,6
2022,80+,Both,47.81,26.47,High,7,No,1,8,Yes,1,Yes,7,1
2020,20-24,Both,47.44,25.03,High,7,No,4,6,Yes,9,Yes,3,3
2023,15-19,Both,6.41,44.91,Middle,5,Yes,2,1,No,3,Yes,2,1
2020,25-29,Both,15.99,21.21,High,8,Yes,3,6,Yes,9,No,7,4
2021,80+,Both,40.8,54.2,High,8,No,4,2,Yes,6,Yes,8,3
2021,25-29,Female,35.95,11.54,High,3,Yes,6,7,No,3,No,1,8
2020,50-59,Female,42.64,66.83,Low,6,No,2,10,No,10,Yes,3,1
2021,10-14,Both,25.3,63.92,Low,2,No,7,7,No,2,Yes,3,8
2021,10-14,Female,43.84,22.38,Middle,4,Yes,3,9,No,7,No,4,9
2024,80+,Male,32.18,15.44,Low,4,No,6,10,Yes,6,No,10,10
2022,10-14,Female,47.52,64.63,Low,5,Yes,2,7,No,9,Yes,3,10
2021,70-79,Both,44.6,55.48,Middle,6,No,2,4,Yes,1,Yes,4,6
2022,60-69,Female,15.67,39.51,Low,10,Yes,10,6,No,10,No,1,10
2021,80+,Both,49.36,65.97,High,2,No,4,1,Yes,10,Yes,5,8
2024,10-14,Both,34.4,26.73,High,4,No,2,7,Yes,4,No,9,9
2024,15-19,Male,25.89,67.81,Middle,4,No,4,2,No,7,No,10,8
2020,25-29,Male,36.12,40.21,High,2,No,10,6,Yes,10,Yes,1,1
2021,70-79,Male,49.37,14.83,High,3,No,6,9,No,6,No,4,5
2022,40-49,Female,44.68,26.12,Low,7,Yes,5,9,No,1,Yes,1,8
2021,20-24,Both,20.9,38.76,Middle,2,No,8,8,No,2,Yes,3,5
2024,40-49,Male,38.22,38.42,Middle,4,Yes,5,4,Yes,1,Yes,7,3
2022,10-14,Female,20.15,40.26,High,1,No,3,2,No,9,No,9,4
2024,60-69,Male,32.33,58.39,High,9,Yes,8,1,Yes,1,Yes,1,3
2020,40-49,Both,37.31,21.47,Low,10,Yes,1,10,Yes,4,No,5,7
2023,25-29,Female,29.0,41.46,Middle,1,Yes,2,4,No,2,Yes,2,8
2020,60-69,Female,40.09,46.28,High,6,Yes,4,2,Yes,2,No,3,1
2021,30-39,Male,12.06,64.47,Middle,3,No,3,10,No,8,No,5,9
2021,80+,Male,48.69,24.51,Low,5,No,8,4,Yes,6,No,6,5
2021,15-19,Both,12.86,16.93,Low,7,No,4,9,Yes,4,No,2,6
2021,40-49,Both,19.65,58.42,Middle,2,No,9,3,Yes,2,No,6,2
2022,30-39,Both,11.74,47.09,High,2,No,1,8,Yes,5,No,1,3
2022,60-69,Female,33.84,36.47,Low,10,Yes,7,4,No,7,Yes,6,9
2022,30-39,Both,35.9,23.99,Middle,2,No,1,4,No,3,No,5,5
2022,15-19,Male,44.2,55.73,High,5,Yes,3,1,No,7,Yes,1,1
2023,20-24,Male,31.32,23.5,Middle,2,No,8,8,Yes,6,No,3,6
2022,10-14,Male,30.01,63.58,Middle,7,Yes,6,10,No,9,No,4,5
2021,25-29,Male,48.11,52.83,High,10,No,7,7,Yes,10,No,8,3
2021,15-19,Both,34.82,17.54,High,1,No,1,10,No,10,No,4,9
2023,15-19,Female,28.84,32.43,High,6,No,4,9,No,9,Yes,1,2
2021,60-69,Male,30.9,21.55,High,3,No,10,10,No,6,Yes,8,9
2022,20-24,Male,46.75,40.46,Middle,1,No,7,7,Yes,7,No,8,10
2022,20-24,Male,37.46,60.53,Middle,8,No,4,2,No,10,Yes,3,5
2023,60-69,Both,14.68,23.32,Low,4,Yes,1,5,Yes,9,No,3,6
2021,15-19,Female,34.18,21.8,Middle,10,Yes,5,8,Yes,9,No,1,5
2020,70-79,Both,37.59,62.53,Low,4,No,5,3,No,1,Yes,6,3
2022,40-49,Both,32.74,17.06,High,1,Yes,3,1,Yes,6,Yes,7,3
2022,80+,Male,28.48,47.9,High,8,Yes,1,10,No,5,No,6,4
2022,20-24,Both,43.88,59.57,Middle,8,No,7,10,Yes,4,Yes,10,2
2024,50-59,Both,38.17,61.37,Middle,9,Yes,4,8,Yes,2,No,2,5
2024,70-79,Female,45.12,19.35,Low,7,Yes,3,4,Yes,1,Yes,4,2
2024,80+,Both,24.5,39.45,Middle,10,Yes,6,7,Yes,2,No,3,8
2024,20-24,Female,48.06,18.08,High,6,Yes,1,10,Yes,7,Yes,10,4
2023,20-24,Female,10.55,66.2,Middle,10,No,10,3,Yes,8,Yes,9,8
2020,15-19,Both,12.38,61.02,Middle,6,No,2,3,No,1,No,10,8
2022,25-29,Both,19.83,68.82,High,4,Yes,8,7,No,8,No,6,5
2024,20-24,Female,7.34,36.36,Low,1,Yes,9,4,Yes,4,Yes,2,7
2021,40-49,Male,34.68,60.43,Middle,6,No,3,2,Yes,10,No,7,1
2024,80+,Both,15.92,54.72,Middle,3,No,7,3,No,6,No,5,7
2024,10-14,Female,14.46,11.37,High,5,No,2,7,Yes,1,No,10,5
2023,30-39,Male,25.53,29.9,Low,2,No,6,8,No,1,No,1,10
2024,50-59,Female,47.74,60.9,Low,1,No,3,1,No,1,No,1,10
2021,40-49,Male,8.67,38.95,Low,5,No,5,2,Yes,10,Yes,1,7
2022,80+,Female,19.57,61.5,Middle,7,No,10,5,No,7,No,10,3
2021,70-79,Female,17.57,59.15,Low,7,Yes,5,6,No,6,No,9,5
2024,25-29,Both,22.82,23.59,Low,3,Yes,10,5,Yes,8,Yes,5,8
2020,20-24,Both,25.95,37.58,Low,10,No,4,7,No,4,Yes,9,8
2023,30-39,Both,20.05,45.45,Low,9,No,1,9,No,2,Yes,4,10
2023,20-24,Both,42.62,42.33,High,7,Yes,5,4,Yes,10,No,9,2
2023,20-24,Both,18.76,57.35,Low,1,Yes,7,7,Yes,2,No,9,10
2021,30-39,Male,43.39,20.95,High,2,No,8,8,No,2,Yes,7,6
2020,20-24,Female,18.55,10.8,Middle,3,No,4,2,No,9,Yes,2,5
2022,80+,Female,46.03,33.5,High,4,Yes,4,2,Yes,1,Yes,10,3
2022,70-79,Female,26.91,13.68,High,8,No,10,10,Yes,5,Yes,2,6
2022,80+,Both,10.85,65.08,Middle,1,Yes,2,9,No,7,Yes,6,4
2024,10-14,Female,21.4,64.59,Middle,7,No,5,6,Yes,2,Yes,6,5
2020,20-24,Male,13.72,36.31,Middle,6,No,2,4,No,2,Yes,4,9
2024,80+,Both,26.53,45.37,High,7,No,9,9,No,4,Yes,5,10
2021,40-49,Female,42.74,58.13,Middle,5,Yes,1,10,Yes,3,Yes,8,6
2023,60-69,Both,48.93,29.87,High,9,Yes,8,5,Yes,9,Yes,8,6
2020,40-49,Female,40.83,15.31,Low,5,Yes,7,1,Yes,9,No,1,6
2021,15-19,Male,13.19,50.21,High,2,No,10,6,No,3,No,10,8
2023,70-79,Both,44.6,35.5,Middle,1,No,5,4,Yes,6,Yes,9,7
2024,30-39,Female,31.7,29.98,Middle,1,Yes,3,4,No,7,No,7,6
2021,40-49,Male,15.95,25.28,Low,5,Yes,3,10,Yes,2,No,3,6
2020,40-49,Female,41.1,68.45,High,9,Yes,1,2,Yes,6,Yes,4,2
2021,25-29,Both,27.55,29.65,Low,7,No,1,10,No,5,Yes,7,9
2023,10-14,Both,39.25,28.14,High,6,No,9,5,Yes,10,Yes,8,2
2020,25-29,Both,14.22,20.82,Middle,2,No,1,3,Yes,5,No,1,6
2023,20-24,Both,29.24,56.92,High,1,Yes,5,6,No,5,No,5,1
2022,25-29,Both,38.6,10.36,Middle,9,No,10,8,No,9,No,7,2
2020,15-19,Both,18.22,62.98,Middle,7,No,4,1,Yes,6,Yes,10,10
2023,30-39,Male,43.26,50.36,Low,2,No,8,7,No,1,No,3,3
2024,40-49,Male,7.56,39.81,Low,1,Yes,3,8,No,1,Yes,6,4
2024,25-29,Female,26.83,65.93,Middle,4,Yes,9,6,No,4,No,8,6
2024,30-39,Male,12.46,14.07,High,8,Yes,10,3,No,7,Yes,4,9
2022,70-79,Both,26.16,38.69,Middle,8,No,10,3,No,2,No,6,8
2022,25-29,Male,10.41,48.09,Low,2,No,5,3,No,10,No,3,6
2021,40-49,Male,45.76,13.28,Low,10,Yes,9,6,No,6,No,2,8
2021,80+,Female,35.62,27.43,Low,10,No,10,2,Yes,8,Yes,6,10
2024,50-59,Female,9.83,34.98,Middle,1,Yes,6,1,No,8,No,8,10
2023,50-59,Female,24.09,23.85,High,8,Yes,2,10,Yes,2,Yes,10,8
2020,60-69,Male,27.59,63.41,Middle,8,No,10,9,Yes,7,Yes,3,5
2022,30-39,Male,13.31,11.06,High,5,No,1,5,Yes,10,No,4,8
2024,10-14,Female,41.67,24.85,High,8,Yes,7,5,No,3,Yes,10,4
2024,70-79,Both,9.99,58.2,Low,10,Yes,2,9,Yes,8,No,8,4
2021,30-39,Both,15.12,61.09,High,2,Yes,4,4,No,1,Yes,4,6
2024,25-29,Both,24.67,64.79,High,3,No,4,10,No,8,Yes,9,6
2023,50-59,Female,35.91,36.55,High,9,Yes,7,3,Yes,2,Yes,9,4
2024,80+,Male,15.32,13.42,Low,9,No,2,5,No,3,Yes,4,8
2020,25-29,Both,22.68,23.0,Low,3,Yes,5,6,Yes,7,No,4,8
2023,50-59,Female,37.04,23.46,Low,7,No,7,6,Yes,5,No,6,9
2021,25-29,Female,20.18,50.01,Middle,5,Yes,9,6,No,6,No,9,1
2024,70-79,Male,40.56,57.29,Low,5,No,6,2,No,8,No,3,2
2020,60-69,Female,24.24,16.36,Low,8,Yes,6,2,Yes,2,No,9,6
2022,70-79,Both,22.23,61.7,Middle,7,Yes,5,1,No,6,Yes,1,8
2020,70-79,Both,15.46,37.61,Middle,7,Yes,5,3,No,1,No,2,9
2020,10-14,Both,35.24,33.0,Middle,9,No,10,10,Yes,3,No,8,10
2022,50-59,Male,14.95,39.16,Middle,9,Yes,2,7,No,8,No,3,1
2024,20-24,Male,31.18,15.84,Middle,1,No,6,4,No,1,No,8,10
2020,50-59,Both,11.45,58.79,Middle,7,Yes,1,10,Yes,2,Yes,2,5
2022,50-59,Female,14.94,35.59,High,10,Yes,6,1,Yes,1,No,5,5
2024,30-39,Female,18.22,61.55,High,2,No,4,6,No,1,No,8,5
2024,50-59,Both,42.34,60.86,High,9,Yes,5,5,No,8,Yes,3,5
2021,60-69,Female,25.24,21.49,Low,1,No,10,6,No,5,Yes,2,9
2021,30-39,Male,49.89,48.81,Middle,10,No,6,7,No,3,No,1,5
2024,15-19,Male,44.26,56.53,Low,4,Yes,3,8,Yes,8,No,4,8
2022,40-49,Male,20.93,63.26,Low,2,Yes,4,6,No,5,No,6,3
2024,20-24,Both,41.0,35.36,High,10,No,7,2,Yes,9,Yes,6,3
2024,70-79,Female,43.51,26.51,Middle,10,No,8,3,Yes,3,Yes,2,2
2024,60-69,Both,22.67,50.75,High,6,No,7,5,No,4,No,9,6
2024,20-24,Male,12.85,22.65,High,5,Yes,6,6,No,4,Yes,8,8
2021,20-24,Male,29.87,51.83,Low,5,Yes,6,9,No,1,Yes,4,2
2023,10-14,Female,35.38,25.87,Middle,8,No,3,4,Yes,6,No,4,7
2021,50-59,Female,45.87,31.5,High,6,Yes,1,2,Yes,6,Yes,6,7
2022,10-14,Both,27.34,39.92,Low,9,No,9,6,Yes,10,Yes,8,1
2022,40-49,Female,17.47,18.19,Low,3,Yes,10,6,Yes,1,No,8,4
2020,25-29,Both,36.27,10.64,High,4,No,9,5,Yes,1,No,1,5
2024,50-59,Female,25.68,26.12,Low,10,No,8,6,Yes,6,Yes,7,8
2021,40-49,Both,36.01,26.45,Low,10,Yes,7,1,Yes,9,Yes,3,7
2020,40-49,Male,14.77,60.31,High,2,No,7,4,No,3,Yes,8,3
2020,60-69,Female,7.24,42.4,Low,1,Yes,8,6,Yes,2,Yes,9,10
2023,10-14,Both,11.76,20.09,Middle,2,Yes,1,4,No,3,Yes,8,5
2021,25-29,Both,5.08,34.44,Middle,8,Yes,4,4,No,2,No,1,4
2021,25-29,Female,18.48,69.75,High,3,Yes,3,9,No,2,Yes,8,5
2021,80+,Female,20.35,18.9,Low,3,No,2,8,No,5,No,3,1
2022,60-69,Male,28.62,45.83,High,8,No,1,8,No,4,Yes,10,4
2023,60-69,Female,41.3,44.01,High,8,Yes,6,2,Yes,10,Yes,1,9
2020,15-19,Female,8.06,14.3,Low,7,No,7,2,Yes,5,Yes,4,3
2023,50-59,Male,28.76,68.11,Middle,7,No,5,3,Yes,8,No,3,7
2020,50-59,Female,8.22,16.9,Low,7,Yes,2,3,No,3,Yes,7,2
2020,40-49,Both,26.62,53.11,Middle,4,No,7,3,Yes,9,No,4,1
2022,30-39,Both,18.35,14.07,High,8,No,3,1,Yes,9,Yes,4,6
2020,30-39,Both,8.61,43.14,High,5,No,5,7,No,2,Yes,10,4
2022,10-14,Female,12.18,31.37,Middle,5,No,5,9,No,9,Yes,3,9
2022,80+,Male,40.24,50.63,High,7,Yes,9,1,Yes,2,No,7,1
2021,70-79,Female,23.49,41.0,High,9,No,2,6,Yes,3,Yes,10,1
2022,50-59,Female,21.22,26.47,Middle,6,No,10,9,No,2,No,3,6
2021,80+,Male,45.69,10.37,Low,3,No,2,7,Yes,2,Yes,9,1
2020,50-59,Male,37.28,19.26,High,9,Yes,8,3,No,6,Yes,6,6
2023,60-69,Both,47.8,18.25,Middle,2,Yes,1,9,No,1,Yes,3,2
2022,30-39,Female,5.54,68.3,Low,9,No,7,5,No,6,No,1,8
2022,30-39,Both,48.82,66.86,Middle,10,Yes,6,1,No,2,No,1,5
2020,30-39,Female,6.81,21.89,Middle,1,Yes,3,4,No,1,No,2,6
2021,40-49,Male,33.48,31.35,Middle,9,No,9,2,No,10,No,3,8
2023,25-29,Male,9.01,33.12,Low,2,Yes,3,10,No,3,Yes,1,9
2021,80+,Both,46.63,46.86,Middle,6,Yes,8,6,Yes,5,Yes,7,2
2021,10-14,Both,42.68,41.09,High,4,Yes,2,1,Yes,6,Yes,2,1
2021,25-29,Male,40.93,39.23,Middle,1,No,8,4,No,2,No,10,2
2021,15-19,Male,41.23,56.14,High,7,No,3,1,Yes,2,Yes,3,3
2023,30-39,Both,26.26,60.56,High,5,No,9,3,No,2,No,1,6
2023,10-14,Both,37.42,21.87,Middle,9,No,9,8,Yes,7,No,4,3
2021,80+,Both,19.2,67.76,Middle,4,Yes,2,8,Yes,1,Yes,10,7
2021,30-39,Both,13.43,64.97,Middle,2,No,8,6,Yes,4,Yes,8,5
2022,40-49,Both,36.0,63.52,Middle,8,No,3,9,Yes,3,Yes,10,9
2024,80+,Both,48.73,17.45,Middle,3,No,3,6,Yes,2,Yes,4,8
2022,50-59,Both,31.47,62.23,Middle,10,Yes,2,10,No,9,Yes,5,3
2022,15-19,Both,21.61,11.04,Low,8,Yes,3,3,No,10,No,9,5
2023,30-39,Both,23.09,25.18,Low,3,Yes,6,3,Yes,1,No,3,10
2021,15-19,Female,29.69,30.07,High,10,Yes,4,9,Yes,9,No,7,9
2023,80+,Both,44.24,63.2,High,4,Yes,10,1,No,8,Yes,2,1
2021,30-39,Male,33.06,64.66,Low,6,No,4,8,Yes,5,No,4,1
2024,80+,Male,25.88,66.51,Middle,6,No,1,7,Yes,10,No,2,5
2023,30-39,Female,46.15,69.67,Low,4,Yes,7,5,Yes,2,No,4,2
2024,40-49,Both,44.93,23.72,Middle,8,Yes,9,7,No,2,No,1,4
2020,40-49,Both,8.45,49.1,Low,8,No,9,5,No,5,No,2,2
2021,40-49,Both,15.59,61.82,Low,4,No,8,5,Yes,5,Yes,6,5
2020,40-49,Male,27.79,67.39,Middle,6,Yes,1,3,No,3,No,9,2
